doi,category,clean_abs
10.1177/1063293X20963313,unsupervised,decisionmaking on design features such as specifications and components is an essential aspect of new product development customers product preferences and their variations provide the basis of design features decision big data of product sales are an emerging source for the obtaining of customers preferences on product features in this work a machine learningbased design features decision support tool is proposed through big sales data analysis customers preferred product features and their combinations are predicted based on the sales data physical feasibility of the product features combinations is considered for customers preference analysis cluster analysis method is proposed to identify common and alternative design of product features based on specificationcomponent relationships design features decisions of product components are carried out by grouping product component into noncritical common and alternative components a case study on electric toy cars was included to illustrate the effectiveness of the proposed method
10.1016/j.jisa.2023.103570,unsupervised,modern automobiles are equipped with a large number of electronic control units ecus to provide safe driver assistance and comfortable services the controller area network can provides near realtime data transmission between ecus with adequate reliability for invehicle communication however the lack of security measures such as authentication and encryption makes the can bus vulnerable to cyberattacks which affect the safety of passengers and the surrounding environment detecting attacks on the can bus particularly masquerade attacks presents significant challenges it necessitates an intrusion detection system ids that effectively utilizes both can id and payload data to ensure thorough detection and protection against a wide range of attacks all while operating within the constraints of limited computing resources this paper introduces an ensemble ids that combines a gated recurrent unit gru network and a novel autoencoder ae model to identify cyberattacks on the can bus aes are expected to produce higher reconstruction errors for anomalous inputs making them suitable for anomaly detection however vanilla ae models often suffer from overgeneralization reconstructing anomalies without significant errors resulting in many false negatives to address this issue this paper proposes a novel ae called latent ae which incorporates a shallow ae into the latent space the latent ae model utilizes cramrs statisticbased feature selection technique and a transformed can payload data structure to enhance its efficiency the proposed ensemble ids enhances attack detection capabilities by leveraging the best capabilities of independent gru and latent ae models while mitigating the weaknesses associated with each individual model the evaluation of the ids on two public datasets encompassing different attacks including sophisticated masquerade attacks demonstrates its superiority over baseline models with near realtime detection latency of ms
10.1109/ACCESS.2020.3015346,unsupervised,ieeesoftware applications can feature intrinsic variability in their execution time due to interference from other applications or software contention from other users which may lead to unexpectedly long running times and anomalous performance there is thus a need for effective automated performance anomaly detection methods that can be used within production environments to avoid any late detection of unexpected degradations of service level to address this challenge we introduce trackplus a blackbox training methodology for performance anomaly detection the method uses an artificial neural networksdriven methodology and bayesian optimization to identify anomalous performance and are validated on apache spark streaming trackplus has been extensively validated using a real apache spark streaming system and achieve a high fscore while simultaneously reducing training time by compared to efficiently detect anomalies
10.3390/s24072278,unsupervised,by the authorsin a cooling system for radio astronomy receivers maintaining cold heads and compressors is essential for consistent performance this project focuses on monitoring the power currents of the cold heads motor to address potential mechanical deterioration which could jeopardize the overall functionality of the system using hall effect sensors a microcontrollerbased electronic board and artificial intelligence the system detects and predicts anomalies the model operates using an unsupervised approach based on incremental clustering since potential fault scenarios can be multiple and often challenging to simulate or identify during training the system is initially trained using known operational categories over time the system adapts and evolves by incorporating new data which can be assigned to existing categories or in the case of new anomalies form new categories this incremental approach enables the system to enhance its performance over the years adapting to new anomaly scenarios and ensuring precise and reliable monitoring of the cold heads health
,unsupervised,the proceedings contain papers the special focus in this conference is on information and communication technology the topics include the private sectors role in egovernment from a legal perspective securing manufacturing intelligence for the industrial internet of things detecting drivers fatigue in different conditions using realtime nonintrusive system automatically determining a network reconnaissance scope using passive scanning techniques the ontological approach in organic chemistry intelligent system development preface evoting system based on multiple ballot casting effective way of deriving the context from a handwritten imageobject augmented realitya tool for mediated communication a case study of teen pregnancy in contexts like india using machine learning advances to unravel patterns in subject areas and performances of university students with special educational needs and disabilities malsend a conceptual approach infrared versus visible image matching for multispectral face recognition measuring customer satisfaction on softwarebased products and services a requirements engineering perspective ictenabled business promotion approach through search engine optimization applied n f interpolation method for recover randomly missing values in data mining cryptographic algorithms to mitigate the risks of database in the management of a smart city curriculum enrichment in empowering corporateready individuals comparing english and malayalam spelling errors of children using a bilingual screening tool teacher perception of olabs pedagogy security benchmarks for wearable medical things stakeholderscentric approach data reduction using nmf for outlier detection method in wireless sensor networks machine learning and digital heritage the ceproqha project perspective a multilevel graph approach for predicting bicycle usage in london area
,unsupervised,the proceedings contain papers the special focus in this conference is on computer and communication engineering the topics include a new smart controller model using feedback and feedforward for three phase inverter adaptive design space reconstruction method in surrogate based global optimization research on ship carbon emission statistical optimization based on mrv rules research on vibration phase measurement technology based on laser interference waveform demodulation an accurate algorithm for calibrationfree wavelength modulation spectroscopy based on evenorder harmonics a hierarchical multiobjective programming approach to planning locations for macro and micro fire stations utilization of machine learning algorithm to determine factors affecting response to action among filipinos toward the eruption of taal volcano ordering algorithm as a support for children with adhd through the development of bilingual and interactive videogames detection of lateral road obstacles based on the haar cascade classification method in video surveillance industrial iot solution for powering smart manufacturing production lines mobile network operators cost efficient g deployment with hyperscalers coinvestment in public cloud overview of information system testing technology under the cloud microservices mode image denoising using a deep autoencoder approach based on beetle antennae search algorithm diversity technology research in wireless communication systems study on solving algorithm of t matrix eigenvalues based on c programming language
10.13328/j.cnki.jos.006818,unsupervised,chinese academy of sciences all rights reservedwith the development of internet of things iot technology iot devices are widely applied in many areas of production and life however iot devices also bring severe challenges to equipment asset management and security management firstly due to the diversity of iot device types and access modes it is often difficult for network administrators to know the iot device types and operating status in the network secondly iot devices are becoming the focus of cyber attacks due to their limited computing and storage resources which makes it difficult to deploy traditional defense measures therefore it is important to acknowledge the iot devices in the network through device identification and detect anomalies based on the device identification results so as to ensure the normal operation of iot devices in recent years academia has carried out a lot of research on the above issues this study systematically reviews the work related to iot device identification and anomaly detection in terms of device identification existing research can be divided into passive identification methods and active identification methods according to whether data packets are sent to the network the passive identification methods are further investigated according to the identification method identification granularity and application scenarios the study also investigates the active identification methods according to the identification method identification granularity and detection granularity in terms of anomaly detection the existing work can be divided into detection methods based on machine learning algorithms and rulematching methods based on behavioral norms on this basis challenges in iot device identification and anomaly detection are summarized and the future development direction is proposed
10.1007/978-3-031-36027-5_37,unsupervised,under exclusive license to springer nature switzerland ag data generated by manufacturing processes can often be represented as a data stream the main characteristics of these data are that it is not possible to store all the data in memory the data are generated continuously at high speeds and it may evolve over time these characteristics of the data make it impossible to use ordinary machine learning techniques specially crafted methods are necessary to deal with these problems which are capable of assimilation of new data and dynamic adjustment of the model in this work we consider a cold rolling mill which is one of the steps in steel strip manufacturing and apply data stream methods to predict distribution of rolling forces based on the input process parameters the model is then used for the purpose of anomaly detection during online production three different machine learning scenarios are tested to determine an optimal solution that fits the characteristics of cold rolling the results have shown that for our use case the performance of the model trained offline deteriorates over time and additional learning is required after deployment the best performance was achieved when the batch learning model was retrained using a data buffer upon concept drift detection we plan to use the results of this investigation as a starting point for future research which will involve more advanced learning methods and a broader scope in relation to the cold rolling process
10.1007/978-3-030-59851-8_15,unsupervised,springer nature switzerland agdue to the rapidly increasing storage consumption worldwide as well as the expectation of continuous availability of information the complexity of administration in todays data centers is growing permanently integrated techniques for monitoring hard disks can increase the reliability of storage systems however these techniques often lack intelligent data analysis to perform predictive maintenance to solve this problem machine learning algorithms can be used to detect potential failures in advance and prevent them in this paper an unsupervised model for predicting hard disk failures based on isolation forest is proposed consequently a method is presented that can deal with the highly imbalanced datasets as the experiment on the backblaze benchmark dataset demonstrates
10.1007/s40430-021-03138-7,unsupervised,the brazilian society of mechanical sciences and engineeringthe remaining useful life rul prediction of rolling bearings is of great significance in engineering industries support vector regression svr is a widely used machine learning algorithm for rul prediction which shows effectiveness in small sample cases however the prediction accuracy of svr is largely dependent on the initial parameters and the overfitting problem reduces the accuracy of the prediction results in this paper a multisvr method for bearing rul prediction based on stochastic fractal search sfs is proposed the timedomain features are extracted to describe the degeneration process of bearings the butterworth filter is applied for denoising and the principal component analysis is introduced for dimensional reduction to improve the effectiveness of svr the sfs algorithms are used to achieve the appropriate svr parameters with optimized parameters multiple svr models are trained by bearing datasets and the weight of each model is determined with crossover performance tests the proposed method is validated on ims experimental bearing datasets and the performance is compared with three novel rul prediction methods the results show that the predicted rul trend of proposed method is in good agreement with actual value and the accuracy and convergence are satisfactory compared with other methods
10.1017/dsd.2020.144,unsupervised,published by cambridge university pressthis paper presents an algorithm that contributes to an automatic decomposition of a mechanical part based on geometric features and methods of unsupervised machine learning for the development of the algorithm existing techniques of d shape segmentation especially surfacebased part segmentation procedures are reviewed and important areas of activities are revealed the developed multistep approach results in an abstract product model this representation leads to a new way of designing and redesigning parts for the novel hybrid manufacturing concept incremental manufacturing im
10.1080/00207543.2023.2254854,unsupervised,informa uk limited trading as taylor francis groupmachine learning is a promising method to model production processes and predict product quality it is challenging to accurately model complex systems due to data scarcity as mass customisation leads to various highvariety lowvolume products this study conceptualised knowledge accumulation extraction and transfer kaet to exploit the knowledge embedded in similar entities to address data scarcity a sequential crossproduct kaet seqtrans is proposed to conduct kaet integrating data preparation and preprocessing feature selection fs feature learning fl and transfer learning tl the fs and fl modules conduct knowledge extraction and help address various practical challenges such as changing operating conditions and unbalanced datasets in this paper sequential tl is introduced to production modelling to conduct knowledge transfer among multiple entities the first case study of auxetic material performance prediction demonstrates the effectiveness of sequential tl compared with conventional tl sequential tl can achieve the same test mean square errors with fewer training examples when facing data scarcity in the second case study balancing anomaly detection models were constructed for two gas turbines in the same series using realworld production data with seqtrans the fscore of the anomaly detection model of the datapoor engine was improved from to
10.1016/j.solener.2024.112556,unsupervised,in the last years the massive deployment of new photovoltaic pv power plants has launched the connection of pv inverters to the electrical network a single mediumsized groundmounted pv plant may have thousands of these inverters linked to the grid and even more pv panels on the dc side upon reaching such a substantial magnitude of devices involved in gridconnected installations the effective operation management predictive maintenance and fault detection becomes increasingly challenging without integrating advanced prediction and automated anomaly detection systems artificial intelligence algorithms grounded in data measurements can be pivotal in addressing this challenge this paper proposes several regressionbased methods to predict pv plants energy generation which is useful for detecting transient and longterm anomalies these models are trained using a recursive least squares rls method and require a minimum number of variables to yield satisfactory outcomes which is one of the papers contributions they mainly rely on energy generation measurements and geolocation within the scope of this research two distinct algorithms have been implemented and validated the first algorithm a simplified model is engineered to analyse the daily efficiency variation prioritizing the identification of faults and abnormal operational profiles in pv plants on the other hand the second algorithm adopts a more intricate model tailored to facilitate longterm diagnosis enabling the assessment of pv efficiency degradation in this work both algorithms are described and their performance is validated using the historical data from more than pv plants placed in different climatic regions
,unsupervised,the proceedings contain papers the special focus in this conference is on cognitive computing and cyber physical systems the topics include comparative analysis between fuzzy theorem and knn methodology for fault and anomaly detection production classification in ecommerce based on product descriptions with natural language processing nlp and machine learning models defense strategy security mechanism for sensor networks an efficient approach for food demand forecasting using an ensemble technique and statistical analysis identification of different medicinal plants using machine learning and image processing leveraging the power of mrmr in machine learning models for multi class classification of rice to promote sustainable and efficient smart farming performance analysis of word recognition system using tensor flow a distinct artificial feed forward neural network afnn model for predicting compressive strength of geopolymer concrete performance assessment of deep learningmodels for kidney tumor segmentation using ct images investigation of quantum machine learning for smart eco system focusing on energy optimization classification of skin cancer using cnn with transformer layer a unified approach to smart coconut farming with iot and deep learning for recommendation of pesticides and fertilizers classifying the severity of diabetic retinopathy using deep learning exploring prominent convolutional neural network frameworks to identify covid deceases by using medical images noninvasive technique for detecting glycosuria through image processing and deep learning approaches deep learning strategies for multiclass skin disease classification aidriven glaucoma susceptibility assessment and lifestyle guidance deep learning in cartoon moderation distinguishing childfriendly content with cnn architectures thz wideband metamaterial absorber for different applications
10.1109/INISTA62901.2024.10683866,unsupervised,ieeethis paper examines the usefulness of optimizing the anomaly score threshold determining the predicted class of the isolation forest binary classifier for outlier detection as well as the benefits of combining classification models with different preprocessing arguments in an ensemble for an overall prediction the purpose of anomaly detection in this work is the timely forecasting of failures of specific type for predictive maintenance based on sensorial data related to the production process the implementation was carried out on an anode production equipment in the aluminium industry the experimental results show that especially for larger forecasting horizons the introduced approach significantly increases the classification evaluation performance compared to our previous work with an improvement in matthews correlation coefficient of up to
10.2118/221969-MS,unsupervised,copyright society of petroleum engineersoil and gas fields are often characterized by wide distribution of facilities and equipment harsh natural environments difficulties in engineering construction and production operation and maintenance management and increasingly severe risks of violence and terrorism there is an urgent need to build a unified management platform covering the engineering construction production and operation phases and to carry out unified control over the whole life cycle process of oilfields this paper takes metauniverse technology as the core to construct a virtual reality environment for oil and gas field production and office facilities it integrates the static data in the engineering construction process such as engineering design procurement construction commissioning and startup with the dynamic data and business processes in the production and operation process such as internet of things iot production sales and procurement and comprehensive office to build a digital twin full life cycle management platform for oil and gas fields and applies it to an oil field in west africa aiming at the problem of poor network transmission conditions this paper researches the adaptive dimensionality reduction algorithm for digital twin highdimensional animation data improved forward error correction coding fec and automatic retransmission request arq algorithms and adaptive transmission algorithms based on active sampling of the protagonist aura model this ensures stable operation of the twin platform and its applications in restricted and highly unstable network environments in terms of equipment dynamic fault identification and predictive maintenance this paper adopts highfidelity modeling and multicase simulation technology to realize the modeling and simulation of reciprocating compressors and establishes a fault diagnosis model based on machine learning and deep learning which is capable of accurately identifying and classifying different types of faults and providing early warning with a fault identification accuracy rate of up to and an early warning accuracy rate of up to in general the working mode of the oilfield is transformed from laborintensive stationed on duty regular inspection to fewer or unmanned centralized monitoring ondemand inspection the management mode changes frommanual judgment experience analysis to automatic warning intelligent analysis the abnormality handling mode is transformed from realtime alarm and postdisposal to prewarning and midcontrol through the construction of the platform it improves the companys data governance capability optimizes the operation and management process improves the production operation efficiency directly reduces the labor cost and operation cost by about improves the efficiency of production operation fault disposal to reduces the number of production emergencies by more than and realizes the full lifecycle management of the oilfield
10.1007/s00170-022-08948-0,unsupervised,the authors under exclusive licence to springerverlag london ltd part of springer naturemold design and construction is typically the most timeconsuming and costly process in the fabrication of custom freeform product surfaces reconfigurable molds reduce this time and cost however some opportunities for improvement in reconfigurable systems are still possible in design by reducing system complexity and reconfigure time for a target application a novel multiactuated optimized reconfigurable freeform surface morfs mold is proposed for the following key targets to design the system for a targeted application eg custom foot orthoses cfos reduce system complexity reduce system reconfigure time and ensure accuracy the morfs design process involves the following steps data processing segmentation normalization and dimensionality reduction design of a novel mechanical subassembly development of a finite element fe flexible shell model of the manufacturing surface mold design optimization and development of a machine learning mlbased feedback control algorithm the developed morfs mold is less complex and faster as compared with the benchmark study while maintaining the desired accuracy ie meanerrormm furthermore the accuracy of the optimized morfs mold is also increased up to as compared with the unoptimized configuration the mechanical subassembly of the morfs mold is improved by conducting design optimization ie the number of actuators is reduced furthermore the system reconfigure time is reduced significantly by using the fe model based ml control algorithm the proposed design methodology ensured the desired accuracy of the surface construction for a target application this case study is limited to the construction of freeform surfaces for cfos however the proposed morfs design methodology may be used to improve the time complexity and cost aspects of manufacturing in different areas including aerospace automotive biomechanics and civil
10.1115/MSEC2025-155781,reinforcement,copyright by asmethe next generation of portable and wearable electronics demands the development of flexible and efficient energy storage systems supercapacitors are best suitable for portable energy storage because of their highpower density fast chargedischarge capability long cycle life better safety and lightweight extrusion based additive manufacturing is an efficient and ecofriendly method to fabricate d energy storage devices as it has better control over electrode layer thickness and porosity which enhances electrolyte ion diffusion and mechanical flexibility manganese dioxide mno has drawn much attention as a supercapacitor electrode material because of its high theoretical capacitance low cost and environmental safety in this method extrusionbased d printer hyrel engine hr was used to fabricate customizable mno electrode structures the ink was prepared by mixing active material mno conductive agent activated carbon and binder polyvinylidene fluoride with mass ratio of the optimized printed supercapacitors exhibited high specific capacitance of fcm high energy density of mwhcm and a power density of mwcm at a current density of macm and stability over an extended number of chargedischarge cycles the random forest rf algorithm was the most accurate for predicting the performances the accuracy of the ml model was also crossvalidated with the experimental data showing strong predictive capability over performance metrics of different architectures of mno electrodes this work highlights the synergy between machine learning and additive manufacturing for the rapid design and optimization of supercapacitor performance for nextgeneration electronics
,reinforcement,iise annual conference and expo all rights reservedhydraulic fracturing is a development process for oil and gas wells aiming to create new fractures in the bedrock to improve the productivity index of the well this process is essential for development of lowpermeability reservoirs to maximize the production rate of the well several parameters need to be optimized including treatment volume pad fluid volume propping agent volume and injection rate of the proppant optimization process plays a significant role in the economic development of unconventional reservoirs one possible approach is to develop machine learning models to predict the well productivity based on the field data and use the results to optimize the hydraulic fracturing parameters this paper focuses on the use of a fully integrated data and artificial intelligence ai cloud platform and to effectively standardize the process for hydraulic fracking design using machine learning and optimization in this study a complete use case of data science life cycle is presented which consists all the steps from generating and upsampling mock data using statistical packages building models using the automated ai service and python opensource packages optimizing the frac design treatment parameters that a petroleum engineer can control using an optimization service up to model deployment options on the platform this paper presents a possible solution for optimizing hydraulic fracturing parameters using solely a hybrid cloud data science platform thus enabling centralization of the entire process the paper highlights how to train and deploy model in production while the data for the model can reside on any other platform
10.18280/jesa.580401,reinforcement,the authorsmodern industrial operations are under growing pressure to maximize asset performance reduce expensive downtime and improve safety exploiting progress in sensor technology and data analytics predictive maintenance pdm presents a forwardlooking maintenance strategy moving past conventional reactive or scheduled approaches this review explores the innovative use of artificial intelligence ai encompassing machine learning ml and deep learning dl to significantly boost pdm efficiency drawing upon a methodical analysis of peerreviewed articles from the last decade this review consolidates the current landscape major trends obstacles and future outlook regarding the deployment of ai methods for industrial predictive maintenance the analysis indicates a significant tendency towards utilizing dl techniques for sophisticated tasks such as remaining useful life rul estimation and anomaly identification developing fields include employing deep reinforcement learning drl for optimal maintenance scheduling methods for explainability xai for fostering trust and the convergence of pdm with datadriven production planning and emerging digital twins despite substantial advancements significant hurdles remain concerning data quality and accessibility model interpretability scalability system integration and cybersecurity this review offers a thorough holistic overview for researchers and industry professionals underscoring the gamechanging possibilities of ai within pdm and pinpointing key domains that warrant deeper exploration
10.1016/j.fuel.2023.128548,reinforcement,elsevier ltdeffective municipal solid waste management is essential for public health environmental protection economic benefits and clean energy generation for future commercial applications however challenges like realtime monitoring automated sorting systems optimized collection routes predictive maintenance and public education and engagement hinder efficiency machine learning can address these challenges through realtime monitoring automated sorting route optimization predictive maintenance and targeted public education supervised unsupervised and reinforcement learning can be applied to various waste management processes enhancing energy extraction and clean fuel production for commercial sectors like the steel industry machine learning can effectively predict waste generation design collection routes classify waste materials forecast realtime landfill filling rates detect operational issues prevent illicit dumping and establish predictive maintenance systems however it must be integrated with other strategies policies and regulations for a sustainable waste management system additionally costbenefit analyses scalability and implementation feasibility should be considered before investing in conclusion machine learning can improve municipal solid waste management efficiency and effectiveness but further research is needed the present study offers vital knowledge for key stakeholders including successful case studies and evaluations of societal technology and customer readiness levels
10.1038/s41598-025-10831-3,reinforcement,solar tracking system efficiency is affected by climate variability and adaptive mechanisms must be employed to maximize energy output conventional fixedtilt singleaxis and dualaxis tracking techniques are not realtime adaptive resulting in energy loss this paper introduces comlat climateoptimized machine learning adaptive tracking an ai solar tracking system that employs climate prediction using cnnlstm for climate prediction xgboost for estimation of energy yield and deep qlearning dql for realtime tracking control for solar efficiency optimization oneyear experimental research from january to january was conducted at sitapura jaipur india with comparative studies of comlat and traditional tracking systems for seasonal variations and cloud cover conditions results confirm the increase in energy production compared to fixedtilt installations and compared to dualaxis tracking due to its aibased flexibility the constructed model achieved day solar irradiance forecasting with an rmse of wm outperforming the conventional lstm and gru baselines xgboost made predictions of energy output with an r score of comlats reinforcement learning controller optimized tracking angles with subsecond latency while minimizing mechanical movement the integration of hybrid artificial intelligence models allows comlat to continuously update its tracking angles in real time and is a scalable and industrially viable solution for smart grids solar farms and hybrid renewable energy systems increasing computational efficiency integrating energy storage mechanisms and optimizing selflearning algorithms will be areas of focus for future research to make it more applicable
,reinforcement,the proceedings contain papers the topics discussed include virtual factory an integrated framework for manufacturing systems design and analysis manufacturing network design for mass customization using a genetic algorithm and an intelligent search method towards sociocyberphysical systems in production networks conceptual framework for nonhierarchical business networks for complex products design and manufacturing managing complexity in supply chains a discussion of current approaches on the example of the semiconductor industry riskvaluecostbased optimization of global valueadding structures quality prediction in interlinked manufacturing processes based on supervised unsupervised machine learning and agent based manufacturing simulation or efficient assembly operations
10.3390/math10091604,reinforcement,by the authors licensee mdpi basel switzerlandaircraft maintenance is a complex domain where designing new systems that include machine learning ml algorithms can become a challenge in the context of designing a tool for conditionbased maintenance cbm in aircraft maintenance planning this case study addresses the use of playful probing approach to obtain insights that allow understanding of how to design for interaction with ml algorithms the integration of a reinforcement learning rl agent for humanai collaboration in maintenance planning and the visualisation of cbm indicators using a design science research approach we designed a playful probe protocol and materials and evaluated results by running a participatory design workshop our main contribution is to show how to elicit ideas for integration of maintenance planning practices with ml estimation tools and the rl agent through a participatory design workshop with participants observation in which they played with cbm artefacts playful probes favour the elicitation of user interaction requirements with the rl planning agent to aid the planner to obtain a reliable maintenance plan and turn possible to understand how to represent cbm indicators and visualise them through a trajectory prediction
10.1016/j.engappai.2023.107256,reinforcement,elsevier ltdthis paper addresses how physical knowledge can improve machine learning in process control a datadriven tracking control framework using physicsinformed neural networks pinns and deep reinforcement learning drl is proposed for dynamical systems which is particularly important when iterations or repetitions of data collection experiments are limited or even not allowed an indirect control approach is followed to accomplish this first a new process model is identified using pinns trained from a model representing the experimental data collected from the plant then the drlbased control agent utilizes the identified pinn model to deliver an offline policy we evaluate our framework for datadriven tracking control of nonisothermal cstr considering measurement noise and stochastic dynamics for closedloop control our approach performed comparably to an nmpc without requiring a model to predict the process dynamics
10.2118/197327-ms,reinforcement,society of petroleum engineersefficiency and safety are primary requirements for oil gas fluid filled transportation system however the complexity of the asset makes it challenging to derive a theoretical framework for managing the control parameters the current frontier for a real time monitoring exploits the digital tansformation ie the acquisition and the analysis of large datasets recorded along the whole asset lifecycle which are used to infer data driven relations and to predict the evolution of the asset integrity this paper presents some results of a research project for the design implementation and testing of a machine learning approach to vibroacoustic data recorded continuously by acquisition units installed every km along a pipeline in a fluid transportation system vibroacoustic signals are generated by the flow regulation equipment ie pumping valves metering by the fluid flowing ie turbulence cavitation bubbles by third party interference ie spillage sabotage illegal tapping by internal inspection using pigs operations and by natural hazards ie microseismic subsidence landslides the basic principle of machine learning is to observe for an appropriate time interval a series of descriptors in this stage related to vibroacoustic signals but that can be integrated with other physical data ie temperature density viscosity in order to learn their safe range of variation or when properly fed to a classification procedure to obtain automatically a discrete set of operational status the classification criteria are then applied to new data highlighting the presence of system anomalies the paper considers vibroacoustic signals collected at the flow stations of an oil trunkline in nigeria the vibroacoustic signals are the static pressure the acceleration and the pressure transients recorded at the departure and at the arrival terminals more than one year of data is available derived smart indicators are defined which are directly linked to the asset parameters for instance the crosscorrelation of the pressure transients at adjacent measuring locations permits to estimate the fluid channel continuity correlation value the sound velocity time of correlation peak and the sound attenuation amplitude versus frequency amplitude decay a portion of the data during normal operation is used for training and tuning a reference model after that new data are compared with the model and anomalies are automatically detected two kind of errors are raised i sensors ii alerts sensor errors are referred to missing or corrupted sensors data alerts are raised when the measured physical quantities are not coherent with the functional and known service behaviors of the transport system the system model is not static over time and in fact it can be updated by the operators feedback that can tag false alarms and thus automatically redefine the set of operational scenarios of the upstream system the mediumlong term construction and update of data driven models is effective for predictive maintenance automatic anomalies detection optimization of operational procedures moreover the new policy of data management and the opportunity of gaining awareness by interconnecting the monitoring experience of different assets leverages the introduction of new technologies cloud big data new professional figures smart data scientist new operational and business models
10.1080/00207543.2021.1973138,reinforcement,published by informa uk limited trading as taylor francis groupshortening product development cycles and fully customisable products pose major challenges for production systems these not only have to cope with an increased product diversity but also enable high throughputs and provide a high adaptability and robustness to process variations and unforeseen incidents to overcome these challenges deep reinforcement learning rl has been increasingly applied for the optimisation of production systems unlike other machine learning methods deep rl operates on recently collected sensordata in direct interaction with its environment and enables realtime responses to system changes although deep rl is already being deployed in production systems a systematic review of the results has not yet been established the main contribution of this paper is to provide researchers and practitioners an overview of applications and to motivate further implementations and research of deep rl supported production systems findings reveal that deep rl is applied in a variety of production domains contributing to datadriven and flexible processes in most applications conventional methods were outperformed and implementation efforts or dependence on human experience were reduced nevertheless future research must focus more on transferring the findings to realworld systems to analyse safety aspects and demonstrate reliability under prevailing conditions
10.1016/j.neucom.2019.11.022,reinforcement,this paper proposes a modelfree deep deterministic policy gradient ddpg learning controller for zinc electrowinning processes zep to save energy consumption during the current switching periods to overcome the problems such as inaccurate modeling and various time delays the proposed ddpg controller utilizes various control periods and parameters for different working conditions strategies such as action boundary setting reward function definition state normalization are applied to ensure its learning performance simulations and experiments show that the ddpg learning controller can significantly decrease energy consumption during the zep current switching periods the optimal control policy will be learnt for different working conditions with only one group hyperparameters furthermore the smoother control actions of the ddpg controller will improve the stability and reduce more energy consumption by comparing with traditional proportionalintegral pi controller model predictive control mpc and artificial experiences the artificial intelligencebased optimal control framework brings both energy saving and intelligence to zinc manufacturing plants
10.1561/2200000003,reinforcement,this paper describes a novel machine learning framework for solving sequential decision problems called markov decision processes mdps by iteratively computing lowdimensional representations and approximately optimal policies a unified mathematical framework for learning representation and optimal control in mdps is presented based on a class of singular operators called laplacians whose matrix representations have nonpositive offdiagonal elements and zero row sums exact solutions of discounted and averagereward mdps are expressed in terms of a generalized spectral inverse of the laplacian called the drazin inverse a generic algorithm called representation policy iteration rpi is presented which interleaves computing lowdimensional representations and approximately optimal policies two approaches for dimensionality reduction of mdps are described based on geometric and rewardsensitive regularization whereby lowdimensional representations are formed by diagonalization or dilation of laplacian operators modelbased and modelfree variants of the rpi algorithm are presented they are also compared experimentally on discrete and continuous mdps some directions for future work are finally outlined s mahadevan
10.1109/TASE.2024.3380644,reinforcement,ieeethe distributed jobshop scheduling problem djsp is a significant issue in both academic and industrial fields in realworld production uncertain disturbances such as job arrivals are inevitable in the paper the djsp with job arrivals is addressed with a multiaction deep reinforcement learning mdrl method firstly a multiaction markov decision process mdp is formulated where a hierarchical multiaction space combining operation set and factory set is proposed the reward function is related to the machine idle time additionally the state transition is also elaborately designed which includes four typical cases based on job arrival times then a scheduling policy with two decision networks is proposed where the graph neural network gnn is applied to extract the intrinsic information of the scheduling scheme a proximal policy optimization ppo with two actorcritic frameworks is designed to train the model to achieve intelligent decisionmaking with hierarchical action selections extensive experiments are conducted based on instances the comparison among composite rules closelyrated drl methods and metaheuristics has proven the outperformance of the proposed mdrl the application of the mdrl in an automotive engine manufacturing company has demonstrated its engineering value in the industrial field note to practitioners the djsp with job arrivals is a common challenge faced by equipment manufacturers specifically in the electronic device manufacturing industry these manufacturers are located in different areas and have varying facility configurations and operation trajectories to address this challenge a machine learningbased method can be applied for scheduling daily production tasks this method divides the djsp into two subproblems namely job assigning and job sequencing and uses two decision networks based on drl to solve them to address the uncertainty caused by job arrivals the rescheduling process and the state update mechanism are carefully designed a gnn is used for feature extraction at each decision point and it feeds the decision networks with the extracted features to make the optimal selection the proposed method has the ability of selflearning and selfadapting and its effectiveness has been proven through experiments on test instances its practical application has been demonstrated in the production scenarios of an automotive engine manufacturing company in the future the method can be adopted to solve more complex distributed manufacturing problems that have constraints such as transportation costs and machine breakdowns
