doi,category,clean_abs
10.22260/ISARC2025/0017,reinforcement,"All rights reserved.In construction automation, several tasks such as surface finishing, material transport, and inspections typically rely on labor-intensive manual methods, which are inefficient, susceptible to human error, and expose workers to hazardous conditions. Drones have emerged as a solution to automate these processes, but maintaining precise navigation and stable attitude control in dynamic construction environments remains challenging. This paper presents a multi-sensor fusion and control framework to enhance UAV performance in dynamic and complex construction environments. The framework integrates multidimensional data from diverse sensing modalities, including geometric, visual, and inertial information, to achieve robust situational awareness and adaptive control. A Simultaneous Localization and Mapping (SLAM) model fuses multi-modal sensor inputs, including LiDAR point clouds, camera visual features, and inertial measurements, to generate precise environmental maps and perform accurate localization. The SLAM framework employs advanced loop closure techniques to minimize trajectory drift and optimize navigation paths in real-time. Additionally, flight stability under external disturbances is managed by a Deep Reinforcement Learning (DRL) algorithm, which models the UAV’s control system as a Markov Decision Process (MDP). The DRL agent dynamically adjusts the UAV’s flight parameters, such as thrust, roll, pitch, and yaw, based on real-time feedback from fused sensor data. The control strategy leverages a stability-based reward function to minimize deviations in position and orientation, ensuring rapid recovery from external disturbances. Simulation tests conducted in a Robotic Operation System and Gazebo simulation environment demonstrated mapping accuracy of 95.4%, localization errors under 2 cm, and rapid recovery from disturbances within 0.8 seconds."
10.1016/B978-0-444-64241-7.50008-2,reinforcement,"V.This paper provides a brief introduction to Reinforcement Learning (RL) technology, summarizes recent developments in this area, and discusses their potential implications for the field of process control. The paper begins with a brief introduction to RL, a machine learning technology that allows an agent to learn, through trial and error, the best way to accomplish a task. We then highlight two new developments in RL that have led to the recent wave of applications and media interest. A comparison of the key features of RL and Model Predictive Control (MPC) is then presented in order to clarify their similarities and differences. This is followed by an assessment of five ways that RL technology can potentially be used in process control applications. A final section summarizes our conclusions and lists directions for future RL research that may improve its relevance for process control applications."
10.3390/w16243693,reinforcement,"In the context of growing concerns over food security and climate change, research on sustainable agricultural development increasingly emphasizes the interconnections within agricultural systems. This study developed a regionally integrated optimization and prediction agricultural model to systematically analyze the impacts of climate change on agricultural systems and their feedback mechanisms from a water-energy-food-carbon (WEFC) nexus perspective. Applied to the Pearl River Basin, the model evaluates future trends in grain yield, water use, energy consumption, and carbon emissions under various climate scenarios throughout this century. The results indicate that rising temperatures significantly reduce crop yields, particularly in the western basin, increasing the environmental footprint per unit of grain produced. However, the CO2 fertilization effect substantially offsets these negative impacts. Under the SSP585 scenario, CO2 concentrations rising from 599.77 ppm to 1135.21 ppm by the century’s end led to a shift in crop yield trends from negative (Z = −7.03) to positive (Z = 11.01). This also reduces water, energy, and carbon footprints by 12.82%, 10.62%, and 10.59%, respectively. These findings highlight the critical importance of adaptive management strategies, including precision irrigation, optimized fertilizer use, and climate-resilient practices, to ensure sustainable agricultural production. Despite these insights, the model has limitations. Future research should incorporate uncertainty analysis, diverse adaptation pathways, and advanced technologies such as machine learning and remote sensing to improve predictive accuracy and applicability. This study offers valuable guidance for mitigating the adverse impacts of climate change on the WEFC nexus, supporting sustainable agricultural practices and science-based policy development."
10.1007/978-3-031-57785-7_11,reinforcement,"This paper introduces and illustrates a process for stakeholder-driven innovation in a highly contested domain: using artificial intelligence (AI) algorithms for social service delivery in national welfare systems. AI technologies are increasingly being applied because they are assumed to lead to efficiency gains. However, the use of AI is being challenged for its fairness. Existing biases and discrimination in service delivery appear to be perpetuated and cemented as a result of basing the AI on machine learning of past data. Fairness, however, is a dynamic cultural concept: its meaning in terms of values and beliefs, its implications for technology design, and the desired techno-futures need to be societally negotiated with all stakeholders, especially vulnerable groups suffering from current practices. The challenge is to provide contextualized, value-sensitive and participatory AI that is responsive to societal needs and change. The ‘AI for Assessment’ (AI FORA) project combines empirical research on AI-based social service delivery with gamification at community-based multi-stakeholder workshops and a series of case-specific agent-based models for assessing the status quo of AI-based distribution fairness in different countries, for simulating desired policy scenarios, and for generating an approach to ‘Better AI’. The paper is structured as follows: after introducing the participatory approach of AI FORA with its motivation and overall elements, the paper focuses on gamification and simulation as central components of the modelling strategy. Case-specific game design and ABMs are described and illustrated using the example of the AI FORA Spanish case study."
10.1088/2057-1976/ac396c,reinforcement,"A 3-D dosimeter fills the need for treatment plan and delivery verification required by every modern radiation-therapy method used today. This report summarizes a proof-of-concept study to develop a water-equivalent solid 3-D dosimeter that is based on novel radiation-hard scintillating material. The active material of the prototype dosimeter is a blend of radiation-hard peroxide-cured polysiloxane plastic doped with scintillating agent P-Terphenyl and wavelength-shifter BisMSB. The prototype detector was tested with 6 MV and 10 MV x-ray beams at Ohio State University's Comprehensive Cancer Center. A 3-D dose distribution was successfully reconstructed by a neural network specifically trained for this prototype. This report summarizes the material production procedure, the material's water equivalency investigation, the design of the prototype dosimeter and its beam tests, as well as the details of the utilized machine learning approach and the reconstructed 3-D dose distributions."
10.33313/512/B1102,reinforcement,"All rights reserved.The energy policy requirements help to make industrial production more sustainable and environmentally friendly, reduce energy consumption and lower the overall costs for businesses. There is a great need for action to increase energy efficiency in production in press hardening processes through efficient technologies along entire process chains. In such production processes and process chains, data accumulates from a wide variety of sources, including machine controls, sensors, material data and simulation data from process design. The logical next step is to utilize this data along with machine learning and optimization methods to control the process and pursuing objectives like optimal quality, minimal energy, or fast cycle times. This is where the proposed method of this work comes in. The main contribution of this work is a methodology to schematically describe and handle process optimizations model-based. In addition, this method is demonstrated on a hot forming process using hybrid (simulation and experimental) data. It is shown that the process can be optimized regarding its energy consumption while complying with additional technical and quality boundary conditions."
10.1007/s12525-020-00439-y,reinforcement,"The adoption of artificial intelligence (AI) and service robots in the tourism industry for frontline service automation is generating a growing interest. Although there is a fairly large body of literature about this research field, the impacts on the service encounter need to be further investigated. The paper presents an action research project that led to employ the humanoid robot “Pepper”, equipped with a supervised machine-learning AI system, at the reception of an Italian hotel to provide information to clients. This allowed to explore the role played by this agent and the effects on the changing role taken by frontline employees (FLE) and customers. Findings show that this technology can act as an augmentation force and that FLEs’ role can evolve mainly into that of enabler - of the customers and of technology -, innovator and coordinator, while customers may take above all the role of enabler of the technology. The study also contributes to introduce the new role of “AI supervisor” among FLEs."
10.1016/j.optlastec.2024.111096,reinforcement,"However, predicting the optimal process scheme using machine learning models is still challenging owing to the need for a large amount of training experimental data with high costs in DED-LB. In view of this, a physical simulation (PS)-machine learning (ML) model using a relatively small accurate data set of 31 simulation data for optimal process schemes is proposed in DED-LB process in this study. Firstly, a powder-scale high precision phenomenon model incorporating the mass transfer, phase transformations and heat transfer and using Lagrangian particle model to add mass is developed to depict the DED-LB process. Then, a Gaussian process regression (GPR) agent model is established to rapidly and accurately predict the geometry and dilution rate of deposition tracks under different manufacturing parameters based on the high precision simulation results. Finally, a PS-ML model for process parameter optimization is developed using the particle swarm algorithm (PSO), and the optimized parameters are experimentally validated. The results show that the developed powder-scale model and GPR model results are consistent with the Inconel 718 alloy experimental results. The proposed PS-ML model can increase the accuracy of the ML models even with a small simulation data set. None of PS-ML model optimization results has a relative error of more than 3% to the experimental results, and the dilution rate is reduced by up to 61.66% compared to the experimental design parameters without optimization. The proposed physical simulation-machine learning model in this study enables inexpensive and accurate optimization of DED-LB process parameters."
10.1016/j.rineng.2025.104089,reinforcement,"It is produced by foaming molten glass, resulting in a cellular structure that enhances its insulation and impact-resistant properties. Due to its sustainability and durability, FG is increasingly used in the construction, automotive, and packaging sectors. In this context, the current study proposes a novel approach by developing a thoughtful system for assessing performance and intelligent design utilizing ML models such as Gradient Boosting (GB), Random Forest (RF), Gaussian Process Regression (GPR), and Linear Regression (LR) to predict porosity and compressive strength (CS) of FG. The dataset comprises 214 data points, encompassing input variables such as glass particle diameter, foam agent content, heating rate, holding time, sintering temperature, and dry density, with output parameters of porosity and CS. Data preprocessing involved Pearson correlation analysis to address multicollinearity and reveal nonlinear relationships among variables. Model performance was evaluated through R-values, mean absolute error, and root mean square error metrics, demonstrating that the GPR model achieved superior prediction accuracy with R-values of 0.91 and 0.82 for porosity and CS, respectively. The GB model followed closely, while the RF and LR models showed lower accuracy. Partial dependence plots and global feature importance analyses highlighted density and foam agent content as critical factors influencing FG properties. By achieving the most precise predictions with minimal error distributions, the GPR model offers actionable insights into FG design. These findings enable the optimization of FG production by providing reliable tools for predicting and controlling porosity and CS, reducing material waste, enhancing product quality, and streamlining manufacturing processes. This study demonstrates the potential of advanced ML techniques to bridge the gap between predictive modeling and practical applications in the digital design of FG."
10.1007/978-981-96-7505-0_18,reinforcement,"2026.The overnight growth of OFD service businesses, due to technological advancement and a change in consumer behavior, has made reviews furnished by customers imperative for improvement in service quality, demand forecasting, and customer satisfaction. The vast amount of unstructured data makes the conventional method too ineffective. The following review thus provides valuable insights from diverse studies that are being done to apply deep learning, reinforcement learning, and ensemble learning in analyzing customer reviews of food delivery platforms. It goes on to provide ways through sentiment analysis, demand forecasting, dynamic recommendations of orders, and personalized marketing that these studies have proven how machine learning can make a difference in operatively effectively producing efficiency. It also provides an overview of the challenges in terms of data imbalance, scalability, and sustainability concerns, thus showing perspectives for further research in developing OFD platforms’ capabilities for optimized and personalized services that take into account environmental and social impacts."
10.1016/j.ijhydene.2023.06.138,reinforcement,"Finding strategies to reduce CO2 output from energy systems that rely on chemical processes is one of the biggest problems in this area. In order to address this challenge, researchers are looking into creative solutions, such as carbon capture and storage and developing alternative energy systems with low carbon footprints. For this, the present work introduces a creative integration of molten carbonate and solid oxide fuel cells to maximize efficiency while reducing energy costs. This system also has a recovery unit to reuse the generated CO2 as the gasification agent for reduced environmental impact. Besides, the surplus heat is exploited through the vanadium chloride cycle for clean hydrogen production. A techno-economic, sustainability, and exergo-environmental assessment is carried out to evaluate the system's feasibility from all facets. According to the parametric results, there is a conflictive trend among performance indicators by changing the fuel utilization factor and compressor pressure ratio. Therefore, a comparative analysis of various multi-objective optimization scenarios is performed to find the best condition from various perspectives. According to the findings, compared to the system without a recovery unit, the proposed model produces optimal hydrogen of 1.3 kg/s with a very low environmental effect and power costs of 5.3 kg/GWh and 19.4 $/MWh. The results further reveal that when power is considered an additional optimization goal, it increases up to 494.95 MWh, resulting in the lowest environmental effect and the cost of 4.4 kg/GWh and 16.3 $/MWh, respectively. The scatter distribution of the key variables ultimately reveals that, while the current density should be maintained at its highest level, the optimal points of utilization factor are distributed throughout the entire domain."
10.1016/j.arthro.2024.09.013,reinforcement,"Unfortunately, there is a shortage of literature addressing important considerations beyond these experimental and entertaining uses. Indeed, a trend for redundancy has emerged where most of the literature has applied ChatGPT to the same tasks while simply swapping the subject matter, resulting in a failure to expand the impact and reach of this potentially transformational artificial intelligence (AI) solution. Instead, research addressing pressing health care challenges and a renewed focus on novel use cases will allow for more meaningful research initiatives, product development, and tangible changes at both the system and point-of-care levels. Current target areas of interest in medicine that remain obstacles to patient care include prior authorization, administrative burden, documentation generation, medical triage and diagnosis, and patient communication efficiency. To advance this area of research toward such meaningful applications, a structured framework is necessary. Such frameworks should include problem identification; definition of key performance indicators; multidisciplinary and multi-institutional collaboration of those with domain expertise, including AI engineers and information technology specialists; policy and strategy development driven by executive-level personnel; institutional financial support and investment from key stakeholders for AI infrastructure and maintenance; and critical assessment of AI performance, bias, and equity."
10.18280/jesa.570425,reinforcement,"Copyright: ©2024 The authors.Automatic fault detection and machine diagnosis play a crucial role in preventive maintenance. This study highlights the importance of fault diagnosis in machinery and emphasizes the benefits of preventive and predictive maintenance strategies. The overviews machine and deep learning techniques, and feature extraction methods for automatic fault diagnosis in rolling bearings. The study discusses the challenges machine and deep learning approaches face, including their limited adaptability to different operational conditions and environmental variations. It also suggests reinforcement learning as a potential automatic rolling bearing fault detection solution. The study differentiates between various reinforcement learning methods, including model-based and model-free approaches, and underscores the advantages of deep reinforcement learning. Furthermore, it evaluates several studies that utilized reinforcement learning for feature optimization, parameter optimization, and addressing class imbalance in rolling bearing fault diagnosis. Lastly, the paper summarizes key findings and proposes future research directions, including integrating reinforcement learning with other machine or deep learning methods and developing new algorithms better suited for large datasets and real-time applications."
10.3390/app13084808,reinforcement,"The ability to supply increasingly individualized market demand in a short period of time while maintaining costs to a bare minimum might be considered a vital factor for industrialized countries’ competitive revival. Despite significant advances in the field of Industry 4.0, there is still an open gap in the literature regarding advanced methodologies for production planning and control. Among different production and control approaches, hybrid architectures are gaining huge interest in the literature. For such architectures to operate at their best, reliable models for performance prediction of the supervised production system are required. In an effort to advance the development of hybrid architecture, this paper develops a model able to predict the performance of the controlled system when it is structured as a controlled work-in-progress (CONWIP) flow-shop with generalized stochastic processing times. To achieve this, we employed a simulation tool using both discrete-event and agent-based simulation techniques, which was then utilized to generate data for training a deep learning neural network. This network was proposed for estimating the throughput of a balanced system, together with a normalization method to generalize the approach. The results showed that the developed estimation tool outperforms the best-known approximated mathematical models while allowing one-shot training of the network. Finally, the paper develops preliminary insights about generalized performance estimation for unbalanced lines."
10.14419/fs83b471,reinforcement,"Kathiravan et al.Additive Manufacturing (AM) has transformed modern production by enabling the fabrication of complex geometries with enhanced material efficiency. However, traditional 3D printing techniques often face challenges such as incomplete fusion, material inconsistencies, and thermal warping, which affect overall quality and productivity. This study introduces an intelligent 3D printing framework that integrates Artificial Intelligence (AI) to enable real-time monitoring, defect detection, and adaptive process control, thereby addressing these limitations. The proposed system utilizes Convolutional Neural Networks (CNNs) for computer vision-based quality inspection, enabling the detection of structural anomalies during the printing process. Reinforcement Learning (RL) is employed for dynamic adjustment of parameters like nozzle temperature, deposition speed, and material feed rate in response to real-time feedback, significantly reducing defect occurrence. Adaptive machine learning algorithms like Random Forests and Gradient Boosting also facilitate process optimization and predictive maintenance. Stereolithography (SLA), Selective Laser Sintering (SLS) and Fused Deposition Modeling (FDM) are among the AM platforms that use this AI-AI-enhanced closed-loop control approach. Material use, energy efficiency, production time, print quality and defect mitigation have all significantly improved, as confirmed by experimental validation. With its ability to guarantee accuracy and dependability in contemporary 3D printing processes, the framework shows great promise for developing industrial and biomedical applications."
10.1063/5.0296437,reinforcement,"The likelihood of errors will rise in an intelligent manufacturing system as the quantity and operational complexities of the machines grow, potentially resulting in significant financial losses. The issues with traditional passive or regular servicing techniques for fault-solving are their high resource consumption and limited performance. Furthermore, many conventional maintenance techniques only use a single model, making it difficult to handle all of the smart manufacturing system's prognosis maintenance and upkeep responsibilities at once. Predictive maintenance (PdM) tactics and sophisticated methods of machine learning have become more important in the context of Industry 4.0, as a means of improving the dependability and efficiency of mechanical components. To maximize mechanical system efficiency, this study investigates the beneficial combination of Deep Reinforcement Learning (DRL) with PdM methods. DRL is a well-known technique for handling complicated decision-making assignments through constantly changing interactions. It is used to optimize maintenance times, reduce unanticipated failures, and learn and forecast system states automatically. To provide an adaptable management plan, the proposed structure integrates DRL with conventional PdM techniques, making use of historical information and continuous system observation. The combined technique has the potential to have a revolutionary influence on manufacturing processes since experimental findings show that it performs much better in terms of predicted precision and system efficiency than traditional PdM approaches. The results highlight the need to combine DRL with maintenance planning to accomplish mechanical system administration that is more astute and flexible."
10.1016/j.mineng.2025.109677,reinforcement,"Due to the complexity of its production processes, as well as the nonlinear and dynamic characteristics of smelting, data collection systems are employed to record data during the pyrometallurgical production process to monitor real-time changes in equipment and process parameters. These systems generate vast amounts of data, which cannot be effectively analyzed through current manual processing methods involving human observer. Artificial intelligence (AI) algorithms are a data-driven technology that have demonstrated unprecedented performance in data analysis. Although AI has been applied in various fields such as healthcare, finance, and education, its use in the pyrometallurgical industry remains underexplored. This paper advocates for the necessity and potential value of AI in the pyrometallurgy by analyzing the advantages and disadvantages of AI algorithms as well as the challenges in pyrometallurgical production. It also aims to review the research progress over the past five years from both theoretical and industrial application perspectives. First, we present a classification of AI algorithms used in pyrometallurgy, covering machine learning (ML), deep learning (DL), and reinforcement learning (RL). Then, the specific applications of AI in the pyrometallurgical field are reviewed, with a focus on variable prediction, process optimization, anomaly monitoring and production planning and scheduling. Finally, we discuss the challenges and future prospects. This work combines the advancements of AI algorithms with the practical needs of pyrometallurgical production, providing a reference for researchers developing more advanced AI algorithms, while also offering support to metallurgical engineers in exploring more efficient solutions."
10.1007/978-3-540-45185-3_11,reinforcement,"Scheduling problems, e.g., a job-shop scheduling, are classical NP- hard problems. In the paper a two-level adaptation method is proposed to solve the scheduling problem in a dynamically changing and uncertain environment. It is applied to the heterarchical multi-agent architecture developed by Valckenaers et al. Their work is improved by applying machine learning techniques, such as: neurodynamic programming (reinforcement learning + neural networks) and simulated annealing. The paper focuses on manufacturing control, however, a lot of these ideas can be applied to other kinds of decisionmaking, as well."
10.1016/j.eiar.2025.108076,reinforcement,"Assessing green development is critical for global sustainability progress, yet existing approaches often use fixed indicators that overlook regional variations and complexities. To address this, we developed a context-specific indicator system integrated with interpretable machine learning (ML) models to balance adaptability and efficiency. Validated using 2016–2020 data from 130 Yangtze River Economic Belt cities. The results reveals notable improvements in the overall green development since 2016, with variations across city types. Random forest models exhibited high prediction accuracy (R2 = 0.75–0.91, MSE = 1.91–5.77), with SHapley Additive exPlanations (SHAP) analysis highlighting rural income (|SHAP| = 1.65), tertiary industry ratio (|SHAP| = 1.48), grassland coverage (|SHAP| = 1.38), protection areas (|SHAP| = 0.81), and waste utilization (|SHAP| = 0.80) as pivotal drivers. The policy implications include inclusive development, innovation-driven industrial transformation, circular economy adoption, and ecological conservation. While temporal-spatial limitations exist, this study confirms ML's potential for complex sustainability assessment, offering decision-makers a data-driven toolkit to enhance regional intervention efficiency and effectiveness."
10.1109/ICAICCIT64383.2024.10912401,reinforcement,"Factory layout planning (FLP) is one of the most significant decisions that have to be taken by an organization while establishing and designing a manufacturing unit. Traditional approaches to FLP, which rely on manual and computational methods, struggle to cope with the increasing complexity of modern manufacturing systems, characterized by diverse product types, shorter life cycles, and smaller batch sizes. Objective: To address these challenges, this paper seeks to utilized Reinforcement Learning (RL) to facilitate the automation of factory layout optimization by looking at material flow, transportation time, and productivity rates. Provide a case study based on RL for Factory layout. Methods: A novel RL-based framework is developed, where an RL agent dynamically allocates functional units within a grid-based factory layout. The framework is compared with both manual and conventional computer-aided approaches. In addition to RL, machine learning (ML) techniques such as supervised and unsupervised learning are also evaluated for layout optimization. Results: RL has a superior performance to the traditional model; the results depict a massive improvement in transport duration and enhanced workflow. This flexibility is inherent in RL to solve complex FLP without having to rely extensively on analytic models that may not be feasible when the problem space changes often. Conclusion: This research demonstrates that RL is a powerful tool for optimizing factory layouts, capable of dynamically responding to system changes and leading to continuous improvements in operational performance."
10.1007/s40998-025-00807-4,reinforcement,"Integrating machine learning (ML) into Hybrid Renewable Energy Systems (HRES) promises to boost energy efficiency and grid stability in decentralized smart grids. Techniques like predictive analytics and reinforcement learning optimize resource allocation and real-time decision-making, yet challenges such as data quality, integration complexity, and high costs impede broad adoption. This review explores ML’s role in optimizing HRES for decentralized grids, pinpointing key obstacles and proposing solutions through interdisciplinary collaboration; spanning engineering, data science, and policy—and targeted policy measures. A systematic literature review analyzed studies and case reports from 2010 to 2023, focusing on ML applications like demand forecasting, energy management, and predictive maintenance in HRES, with metrics like energy efficiency and grid stability evaluated across diverse case studies. ML-driven optimization yielded notable gains, including a 20% reduction in energy wastage and a 15–25% boost in grid stability, as evidenced by Stanford University’s solar campus and the UK National Grid, enhancing energy flows and decision-making in decentralized systems. ML holds immense potential for HRES optimization, but practical deployment hinges on overcoming data and integration barriers. Collaboration between engineers, data scientists, and policymakers can refine ML models, while policies like tax incentives for digital infrastructure and standardized data protocols can address real-world challenges—such as inconsistent datasets and scalability—fostering sustainable, resilient energy systems. Future research should prioritize robust ML models and practical implementation frameworks."
10.11834/jig.190446,reinforcement,"All right reserved.Computer vision plays an important role in detection, recognition, and location analysis in intelligent manufacturing, especially in industry inspection. It has made great contributions to improve the inspection rate, the accuracy of industrial inspection, and the degree of intelligent automation. However, the popularity of computer vision technology is insufficient in intelligent manufacturing because of its several technical application difficulties. Dealing with these problems has become a top priority in the popularization of computer vision in intelligent manufacturing. The three key application bottlenecks are the illumination impacts, sample data that cannot support deep learning, and prior knowledge that cannot support evolutionary algorithms. These bottlenecks make computer vision in intelligent manufacturing inefficient and cannot be applied in several fields. Therefore, these bottlenecks need to be systematically analyzed and resolved. We first summarized the concepts of intelligent manufacturing and computer vision. Then, the development of computer vision in intelligent manufacturing and the demand of intelligent manufacturing for computer vision technology were presented. We elaborated that computer vision could increase the inspection accuracy and rate and provide many details that cannot be found by human beings by comparing it with traditional methods. On the basis of the development status and needs of computer vision in intelligent manufacturing inspection, we proposed three critical bottlenecks in computer vision applications, namely, 1) In the actual industrial situation, uneven illumination is easily obtained because the environment is complex, and the light source is simple. Thus, The problem where the image quality is immensely impacted by illumination should be explored. 2) Obtaining uniform sample data of more than 10 000 levels in the actual industry is difficult. The problem where the sample data cannot support computer vision detection task based on deep learning should be given great importance. 3) Computer judgment cannot achieve the accuracy of professional judgment. Rational addition of human prior knowledge into evolutionary algorithms to reduce the difficulty of deep learning algorithms should be deeply analyzed. Then, we focused on summarizing and analyzing the status, source, and existing solutions of the three problems in sequence. Several widely-accepted or effective methods were analyzed and compared in the sections. We conducted make a feasibility analysis through the qualitative analysis of data and principles to prove that they can be used in intelligent manufacturing. A thorough analysis indicates that: illumination can be solved through some algorithms used in image acquisition; the sample data that cannot support deep learning can be solved using a small sample data processing algorithm and a sample quantity distribution balance method; for prior knowledge that cannot support evolutionary algorithms can be solved through machine learning and reinforcement learning. The methods in the above solutions are numerous and different. Each of them has its own advantages and disadvantages and needs to be researched and improved in specific applications in intelligent manufacturing. This overview summarizes the bottlenecks of computer vision applications in intelligent manufacturing, analyzes the corresponding solutions, and provides specific example methods. The application feasibility of these methods in intelligent manufacturing is also analyzed. The methods described in this paper can be applied to intelligent manufacturing. We propose new ideas for solving bottleneck problems. This paper provides certain reference values for readers and scholars using computer vision in intelligent manufacturing."
10.1016/j.ifacol.2021.08.290,reinforcement,"This is an open access article under the CC BY-NC-ND license ( process optimization and control often require satisfaction of constraints for safe operation. Reinforcement learning (RL) has been shown to be a powerful control technique that can handle nonlinear stochastic optimal control problems. Despite this promise, RL has yet to see significant translation to industrial practice due to its inability to satisfy state constraints. This work aims to address this challenge. We propose an “oracle”-assisted constrained Q-learning algorithm that guarantees the satisfaction of joint chance constraints with high probability, which is required for safety critical tasks. To that end, constraint tightening (backoffs) are introduced, which are adjusted using Broyden's method, hence making the backoffs self-tuned. This results in a general methodology that can be integrated into approximate dynamic programming-based algorithms to guarantee constraint satisfaction with high probability. Finally, a case study is presented to compare the performance of the proposed approach with that of model predictive control (MPC). The superior performance of the proposed algorithm, in terms of constraint handling, signifies a step toward the use of RL in real world optimization and control of systems, where constraints are critical in ensuring safety."
10.1109/ICoDSA62899.2024.10652065,reinforcement,"In the oil and gas industry, pipelines are used as a form of transportation for production. However, pipelines are often difficult to maintain and are prone to problems such as corrosion, leaks, and rust. Therefore, it is important to have a way or system that can automatically detect anomalies in order to maintain proper production processes. In this research, the focus is on the accuracy comparison between the K-Nearest Neighbor algorithm, and Support Vector Machine in detecting anomalies in gas transmission operational data. The goal of performing this comparison analysis is to offer trustworthy suggestions for detecting anomalies correctly so that it can lead to proactive maintenance strategies. Both models were able to detect almost all instances of extreme deviations as anomalies, with the one using all features having detected more instances that are way off the norm. A novel approach incorporating voting ensemble learning is introduced in which these algorithms are combined with a voting classifier to form a reinforcement learning framework. The resulting model was able to improve the precision of input model but made a decline to its recall. These findings contribute to the improvement of production processes in the oil and gas industry, providing valuable insight for decision-makers to implement more effective and robust anomaly detection systems."
10.1002/ett.3947,reinforcement,"Cybersecurity is the domain that ensures safeness in both individual system and overall network systems. The classification and learning approaches used in different machine learning (ML) techniques improve the protection of the cyber systems against various attacks. Techniques such as support vector machine (SVM), neural networks (NN), principle component analysis (PCA), and reinforcement learning (RL) are used against various cyber threats. Applying these techniques at the front-end services (either online or offline) makes less effect than back end process-level services of any computer system. The proposed work analyzes the benefits of implementing customized ML and deep learning (DL) techniques on the core of the operating system than application level services, which in effect increases the speed and correctness of attack detection. The core (kernel) of the operating system has the capability to extract all internal attributes of process and file systems. The kernel space security activities can be improved by proposed work where the process level attributes classified using ML and DL techniques. The cloud service helps in sharing of the kernel abilities of the system ensuring core level security. The following work uses recurrent NN (RNN), SVM, PCA, and RL for analyzing the system data collected using Process Explorer. This technique finds application in manufacturing domain where the systems are protected from the various attacks to secure the data of the manufacturing company."
10.1080/17517575.2021.1941275,reinforcement,"This paper considers Enterprise Information Systems functional architecture and carries out review of AI applications integrated in Customer Relationship Management, Supply Chain Management, Inventory and logistics, Production Planning and Scheduling, Finance and accounting, Product Lifecycle Management and Human Resources, with special attention to the manufacturing enterprises. Enhanced capabilities are identified and proposed as AI services. AI-enablement implements improved decision-making or automation by using Machine Learning models or logic-based systems. It is a process of the enterprise transformation leading to the convergence of the four major disruptive technologies, namely Industrial Internet of Things, Agent-based Distributed Systems, Cloud Computing and Artificial Intelligence."
10.2118/225364-MS,reinforcement,"Copyright 2025, Society of Petroleum Engineers.In the digital transformation of the petroleum industry, reservoir dynamic optimization confronts dual challenges: the complexity of multi-physics coupled modeling and the demand for real-time decision-making. Traditional numerical simulation methods are constrained by high computational costs, reliance on static historical data, and expert-driven experience, which limits their ability to address the dynamic evolution of reservoir properties and nonlinear interactions in heterogeneous fluids. To tackle these issues, this study introduces a physics-informed machine learning proxy model framework. By integrating deep autoencoders with neural ordinary differential equations (Neural ODEs), it constructs a high-fidelity, low-computational-cost dynamic prediction model. The framework employs deep autoencoders to nonlinearly compress high-dimensional 3D reservoir dynamic data and integrates static variables and control parameters using Neural ODEs to describe state changes. This approach significantly reduces data dimensions and enables fast prediction. Experiments conducted using the SPE9 benchmark 3D reservoir model demonstrate that the proxy model reduces the original physical field data dimensions by approximately 66.7%, validating its efficiency and reliability in dimensionality reduction and dynamic forecasting. The efficient and high-precision proxy model provides an ideal environment for reinforcement learning. Through the cooperative design of the agent action space and the reward mechanism, the closed-loop optimization of the digital twin architecture is innovatively realized, and the production parameters can be adjusted in seconds in real time. This study breaks through the timeliness bottleneck of traditional numerical simulation, and proposes an intelligent decision-making model that integrates data-driven and physical models, providing innovative solutions for intelligent reservoir development and oilfield intelligent transformation."
10.1007/978-3-030-35930-0,reinforcement,"This book presents a step by step Asset Health Management Optimization Approach Using Internet of Things (IoT). The authors provide a comprehensive study which includes the descriptive, diagnostic, predictive, and prescriptive analysis in detail. The presentation focuses on the challenges of the parameter selection, statistical data analysis, predictive algorithms, big data storage and selection, data pattern recognition, machine learning techniques, asset failure distribution estimation, reliability and availability enhancement, condition based maintenance policy, failure detection, data driven optimization algorithm, and a multi-objective optimization approach, all of which can significantly enhance the reliability and availability of the system.This book presents a step by step Asset Health Management Optimization Approach Using Internet of Things (IoT). The authors provide a comprehensive study which includes the descriptive, diagnostic, predictive, and prescriptive analysis in detail. The presentation focuses on the challenges of the parameter selection, statistical data analysis, predictive algorithms, big data storage and selection, data pattern recognition, machine learning techniques, asset failure distribution estimation, reliability and availability enhancement, condition based maintenance policy, failure detection, data driven optimization algorithm, and a multi-objective optimization approach, all of which can significantly enhance the reliability and availability of the system."
10.1016/j.cherd.2021.08.013,reinforcement,"Artificial neural networks are the most preferred techniques over other ML algorithms because of their generalization capabilities. Demands for ML techniques in the energy sectors will increase considerably in the coming years, since there is a growing demand of academic programmes related to artificial intelligence in science, math, and engineering. Data generation, management, and safety are expected to play a key role for the successful implementation of ML algorithms that can be shared by major stakeholders in the energy sector, thereby promoting the development of ambitious energy management projects. New algorithms for producing reliable data and the addition of other sources of information (e.g., novel sensors) will enhance flow of information between ML and systems. It is expected that unsupervised and reinforcement learning will take a central role in the energy sector, but this will depend on the expansion of other major fields in data science such as big data analytics. Massive implementations, specialized algorithms, and new technologies like 5G will promote the development of sustainable applications of ML in non-industrial applications for energy management."
